"","Data","Trend","Seasonal4.35","Remainder"
"1",19,837.988484176762,-549.952934259208,-269.035549917553
"2",220,1082.82551835198,-188.700941867291,-674.124576484686
"3",918,1254.2318542065,-19.6767240038887,-316.555130202609
"4",4819,1373.01104540886,712.47304113752,2733.51591345362
"5",770,1516.85554171235,-520.438751490046,-226.416790222304
"6",603,1212.45546238643,-139.827397714935,-469.628064671497
"7",650,832.313849189047,-1.16249740472313,-181.151351784324
"8",448,744.50659823335,604.655969949596,-901.162568182946
"9",530,789.83233401819,-486.441301740724,226.608967722534
"10",1505,806.158684861918,-87.6634605834594,786.504775721541
"11",1065,853.981144759262,19.026688509969,191.992166730769
"12",463,865.117242806134,497.047906660626,-899.16514946676
"13",468,861.439670919454,-452.020207487411,58.580536567957
"14",782,894.626337749615,-34.0325818478851,-78.5937559017301
"15",1884,1013.31073929115,32.8367657145912,837.852494994258
"16",799,987.865456447856,398.454633666551,-587.320090114407
"17",815,887.259944171163,-420.503303662552,348.243359491389
"18",1293,774.800745926466,16.6140560736167,501.585197999917
"19",144,650.835773510646,43.9287057596584,-550.764479270305
