"","Data","Trend","Seasonal4.35","Remainder"
"1",212,853.253166607323,-137.871950221715,-503.381216385608
"2",1376,1053.25163572758,52.2847432852602,270.463620987161
"3",1528,1235.80527692916,5.53807597557585,286.656647095261
"4",1710,1410.73745754044,65.881059927757,233.381482531805
"5",1563,1543.21060295078,-112.434731322656,132.224128371876
"6",1367,1566.19266151862,56.1428945631746,-255.335556081794
"7",1578,1592.15932883233,-17.0510232537433,2.89169442141724
"8",1676,1654.15412681759,56.5136259785153,-34.6677527961085
"9",1709,1760.89716539275,-85.6855149596852,33.7883495669357
"10",1849,1851.56493501471,60.9105373605207,-63.4754723752264
"11",2097,1905.17133051346,-39.1863939323032,231.015063418839
"12",1921,1904.92038112662,47.2388228584615,-31.1592039850832
"13",1979,1850.22026073596,-61.0116829137135,189.791422177756
"14",1712,1751.52562897062,68.1256230733693,-107.651252043992
"15",1616,1650.20155016362,-62.0159777954067,27.8144276317898
"16",1477,1484.62596774136,38.8804770189987,-46.506444760357
"17",1489,1276.24018980374,-36.5629453626794,249.322755558942
"18",1517,1067.85204800694,75.4958382915529,373.652113701511
"19",328,853.452213524726,-84.2962593944861,-441.15595413024
