"","Data","Trend","Seasonal4.35","Remainder"
"1",71,374.527550843809,-71.1667272764788,-232.360823567331
"2",701,439.0588777238,55.9476529121233,205.993469364077
"3",545,501.494557463956,-61.1595807981119,104.665023334156
"4",701,565.878698137983,72.1583883079739,62.9629135540428
"5",438,611.1452969306,-54.8446401502279,-118.300656780372
"6",627,660.366390692375,46.8647779904192,-80.2311686827943
"7",680,775.424468365492,-74.633917960904,-20.7905504045884
"8",853,955.774566735179,77.993664246267,-180.768230981446
"9",1165,1140.54861465485,-38.2464331120721,62.6978184572256
"10",1530,1280.4475084412,37.8523479338893,211.700143624915
"11",1480,1346.26515006919,-88.2496058380885,221.984455768902
"12",1384,1300.6454863037,83.5618137938309,-0.207300097535153
"13",1332,1205.833922959,-22.1022514873612,148.268328528357
"14",775,1122.76764746107,31.5511293386389,-379.318776799708
"15",980,1053.97695828232,-102.087497381168,28.1105390988432
"16",1227,948.442101584357,86.7487545667365,191.809143848906
"17",1017,823.145101288811,-5.60340581760955,199.458304528799
"18",863,696.59234795028,25.7155455235272,140.692106526193
"19",145,560.568884571028,-115.398712762776,-300.170171808252
