"","Data","Trend","Seasonal7","Seasonal30.44","Seasonal365.25","Remainder"
"1",27,51.5229591278507,8.45334225369183,9.7792592002286,-6.72773838055053,-36.0278222012206
"2",39,51.6536351628751,20.6195592131031,-7.1192967427675,-2.85894339943336,-23.2949542337774
"3",24,51.7843111978995,6.04646003087422,1.41973844084882,7.38830145047641,-42.638811120099
"4",41,51.914987232924,-3.02657900522928,-1.68762840704357,9.71057449119374,-15.9113543118448
"5",12,52.0456632679484,-9.18915200130157,-0.268443019099853,38.8212333255738,-69.4093015731207
"6",2,52.1763393029728,-13.0469920377361,13.368443741862,-8.69007602267182,-41.8077149844268
"7",24,52.3070153379972,-10.0532468641442,1.10115843047199,22.3972411164034,-41.7521680207285
"8",28,52.4376913730216,8.64582795149046,1.8562144870628,-6.17633742374,-28.7633963878349
"9",45,52.5683674080461,21.2650734363074,15.651918959996,41.9461834448314,-86.4315432491809
"10",51,52.6990434430705,5.68630329152906,30.2502123008301,20.9646112168431,-58.6001702522728
"11",30,52.8297194780949,-3.3768527801066,38.5052073833995,13.4792744129827,-71.4373484943704
"12",37,52.9603955131193,-9.34022262460035,1.32383604489784,-7.12903353748084,-0.814975395935967
"13",23,53.0910715481437,-13.4557088734189,-8.90491400440535,-5.02811788295896,-2.70233078736049
"14",51,53.2217475831682,-9.5738065527352,4.81371867929531,4.15393013748429,-1.61558984721258
"15",40,53.3524236181926,8.83861809496642,-6.24118771805472,7.98568792669238,-23.9355419217967
"16",35,53.483099653217,21.901600453117,4.44301946119822,-12.7951839423545,-32.0325356251777
"17",39,53.6137756882414,5.30786202110364,-3.80682794479111,-7.05876326506254,-9.05604649949142
"18",66,53.7444517232658,-3.74984465583674,7.49987115388799,-7.23645410456826,15.7419758832512
"19",71,53.8751277582903,-9.51017014314263,-12.5457824496191,45.9175400898253,-6.73671525535378
"20",16,54.0058037933147,-13.8716423688883,-11.8256289422715,30.68160409784,-42.9901365799949
"21",38,54.1364798283391,-9.0838269830654,-12.9789657934898,-0.108331978532369,6.03464492674846
"22",47,54.2671558633635,8.58611043227516,-12.2241021731299,12.0615700094037,-15.6907341319124
"23",28,54.3978318983879,24.0337476134824,-31.768813867356,-103.846593199198,85.1838275546841
"24",35,54.5285079334124,4.70740941413947,-10.2499678030278,-52.2427680699591,38.2568185254351
"25",14,54.6591839684368,-4.8611499491659,-20.2644494028889,-8.28531685695015,-7.24826775943186
"26",2,54.7898600034612,-9.71992188843456,-27.6770169311489,-15.3288165974097,-0.0641045864680194
"27",67,54.9205360384856,-14.9723614948561,-1.90027575803197,-10.1773517857336,39.1294530001361
"28",21,55.05121207351,-8.25537436466269,41.0658970326512,-5.85766519936336,-61.0040695421352
"29",41,55.1818881085345,8.41767865454965,12.7963322848024,-14.0526759639575,-21.343223083929
"30",68,55.3125641435589,26.1762413119973,-10.5414596805451,-0.647136677004063,-2.30020909800702
"31",73,55.4432401785833,4.01942901120453,9.05902652056283,4.43594457720353,0.0423597124458084
"32",41,55.5739162136077,-6.14938288073344,-7.83790740158847,-0.772998174500842,0.186372243215025
"33",13,55.7045922486321,-10.1631616117197,1.15650710651953,-12.0233092633062,-21.6746284801258
"34",21,55.8352682836566,-16.3376014035247,-2.8717471835942,-7.99751435708442,-7.62840533945324
"35",11,55.965944318681,-7.71938929648807,-0.941962928753669,-12.9226974428419,-23.3818946505973
"36",71,56.0966203537054,6.9437228759554,12.764760645417,-8.24249288632783,3.43738901125005
"37",32,56.2272963887298,38.0155403766994,0.551223820919196,-8.20665891236775,-54.5874016739806
"38",41,56.3579724237542,0.317466403020946,1.5878395812176,6.24954234998225,-23.512820757975
"39",49,56.4886484587787,-13.3891684388376,15.3920501058525,25.8681231900426,-35.3596533158362
"40",27,56.6193244938031,-15.1775823235605,29.3211167273159,-13.3138273338061,-30.4490315637524
"41",19,56.7500005288275,-16.50790116393,38.773161487672,-30.5540014463918,-29.4612594061777
"42",33,56.8806765638519,0.731560860212391,1.38407569184184,2.70906883091297,-28.7053819468191
"43",57,57.0113525988763,4.8921083752396,-8.94499858583505,11.3079472092347,-7.26640959751556
"44",49,57.1420286339008,49.3178558272909,3.71827681015237,21.6664128802675,-82.8445741516115
"45",35,57.2727046689252,-3.85641349402087,-6.1954026166967,23.7731394823563,-35.9940280405639
"46",30,57.4033807039496,-21.0214963667855,4.52118341482652,28.1758709284397,-39.0789386804303
"47",47,57.534056738974,-20.4652833680924,-3.83573975487248,19.3096181211924,-5.54265173720159
"48",23,57.6647327739984,-16.7606542040223,7.73625425985139,-36.3682352846913,10.7279024548638
"49",34,57.7954088090229,9.368201331298,-12.502765772687,-14.5280380025055,-6.13280636512832
"50",69,57.9260848440473,5.51751800091416,-11.6392253833654,16.4439484084903,0.751674129913646
"51",25,58.0567608790717,55.1769358446281,-12.6300000898546,16.1780035237337,-91.7817001575789
"52",35,58.1874369140961,-4.81429106051812,-12.3323757648404,23.0620295452769,-29.1027996340145
"53",24,58.3181129491205,-23.6044425435068,-29.1291319634396,-78.6734789772774,97.0889405351031
"54",23,58.448788984145,-18.9960375293538,-8.45267384301929,-8.71931983293758,0.71924222116575
"55",10,58.5794650191694,-35.0592792204144,-20.1423730459133,-36.4605980979243,43.0827853450826
"56",11,58.7101410541938,17.1970809602875,-26.8053202349212,-27.2789409241492,-10.8229608554109
"57",19,58.8408170892182,7.8028220002669,-1.16305961117078,14.5568504254598,-61.0374299037741
"58",400,58.9714931242426,62.3524316408689,41.603477925272,48.2443772816965,188.82822002792
"59",100,59.1021691592671,-4.88296893106834,13.1681530152072,20.671088891424,11.9415578651701
"60",59,59.2328451942915,-25.7900092031914,-11.1901702435686,33.1298015733083,3.61753267916021
"61",136,59.3635212293159,-17.6676691641187,8.32569873574982,45.8532401307749,40.1252090682781
"62",46,59.4875231374159,-54.0357790154755,-8.56971880972192,-52.612183497933,101.730158185715
"63",224,59.6115250455159,23.8729230810633,0.879969378712524,1.33280681621782,138.302775678491
"64",213,59.7355269536159,14.387591043743,-4.06897001714371,38.3948855054251,104.55096651436
"65",333,59.8595288617158,62.8221232731801,-1.62838455892752,37.7579224380904,174.188809985941
"66",251,59.9835307698158,4.3741242104375,12.1484442875869,48.0431937590238,126.450706973136
"67",131,60.1075326779158,-29.5305414485785,-0.0110755908836408,60.9719049539823,39.462179407564
"68",196,60.2315345860158,-21.2830303847426,1.3075240037403,50.4415617458321,105.302410049154
"69",92,60.3555364941158,-61.1012139061486,15.1206647106948,-84.9196289781186,162.544641679457
"70",304,60.4795384022158,24.454875960809,28.3809850376608,28.5904068049776,162.094193794337
"71",224,60.6035403103158,20.1261844358389,39.0305599006771,47.9430811561571,56.2966341970111
"72",124,60.7275422184157,62.9993832670517,1.4342706269265,28.6528941691118,-29.8140902815057
"73",42,60.8515441265157,14.0154406301196,-8.99461689971599,11.712435028664,-35.5848028855833
"74",42,60.9755460346157,-32.1376704093328,2.61396490525842,27.761944720206,-17.2137852507473
"75",6,61.0995479427157,-23.0434272585418,-6.15782385438945,23.3400164283204,-49.2383132581048
"76",8,61.2235498508157,-65.7324737469148,4.59180502840259,-103.631886901469,111.549005769166
"77",45,61.3475517589157,27.8084943928351,-3.87152990600755,-37.9992878635212,-2.28522838222209
"78",34,61.4715536670156,23.6384342835145,7.96668077468403,23.1435004185686,-82.2201691437828
"79",30,61.5955555751156,44.7451926582698,-12.4647839369627,2.43939548172609,-66.3153597781487
"80",28,61.7195574832156,17.497689360268,-11.4569448957063,18.764282619983,-58.5245845677604
"81",24,61.8435593913156,-34.801215138437,-12.2842456875054,21.863421628542,-12.6215201939151
"82",7,61.9675612994156,-27.1466321508338,-12.4430516623159,28.1563066373216,-43.5341841235875
"83",16,62.0915632075156,-41.2611149276989,-26.4910433697671,993.510858575874,-971.850263485923
"84",65,62.2155651156156,28.4565643060687,-6.65618416828379,462.103563590044,-481.119508843444
"85",69,62.3395670237155,25.3839598152203,-20.0203119492398,121.368166121065,-120.071381010761
"86",66,62.4635689318155,24.7736851310236,-25.9331701943807,140.072110817316,-135.376194685775
"87",110,62.5875708399155,19.5375086242178,-0.424921515381953,134.720210274626,-106.420368223377
"88",84,62.7115727480155,-38.4682044664767,42.1424450346815,164.696040182386,-147.081853498606
"89",16,62.8355746561155,-31.7718757503907,13.5418242302618,25.1045073321933,-53.7100304681798
"90",122,62.9595765642155,-16.9478594773995,-11.8369398536462,-92.8547824748783,180.680005241708
"91",146,63.0835784723155,29.0911355350175,7.43444266036767,-30.0631162303575,76.4539595626569
"92",138,63.2075803804154,24.1801262452502,-9.30905479073351,40.2160587874192,19.7052893776487
"93",63,63.3315822885154,14.5249263957566,0.744488682452463,33.2390046580889,-48.8400020248134
"94",188,63.4555841966154,9.45092684246194,-5.25456918417333,36.0691063291635,84.2789518159325
"95",20,63.5795861047154,-46.8484323612705,-2.14998143374782,30.3848527064885,-24.9660250161855
"96",31,63.7035880128154,-33.6817876047,11.3673136578203,54.3848555579752,-64.7739696239109
"97",55,63.8275899209154,11.6285676251737,-0.71813742390617,-74.9609745648058,55.2229544426229
"98",78,63.9515918290153,38.6254174855554,1.11031722909973,-31.2167402056673,5.52941366199675
"99",77,64.0755937371153,21.4652063396419,15.078174946828,34.8920515559423,-58.5110265795274
"100",111,64.1995956452153,3.03909061415839,27.6380462548149,12.3227254724757,3.80054201333579
"101",79,64.3235975533153,-1.4958686942812,39.2589638364374,16.9898502141945,-40.0765429096659
"102",79,64.4475994614153,-55.6553219541558,1.07260673439427,30.9100553184244,38.2250604399218
"103",83,64.5716013695153,-35.5594408193188,-9.33497065606094,49.9077557925799,13.4150543132846
"104",348,64.6956032776153,40.6924867646197,1.38278123399129,-1.28757464800283,242.516703371777
"105",179,64.8196051857152,49.0629419513787,-6.12116092647801,-8.01053224122441,79.2491460306085
