"","Data","Trend","Seasonal7","Seasonal30.44","Seasonal365.25","Remainder"
"1",6,10.7027653992679,-1.78323186284878,0.538145977994086,-0.721576606586847,-2.73610290782639
"2",12,10.6963322457276,-0.0890527986740339,-0.355220216506955,0.662401748881247,1.08553902057213
"3",7,10.6898990921873,4.66492701390659,-1.28305371148469,-2.25179299683379,-4.81997939777541
"4",10,10.683465938647,-2.68740757862785,-0.0917143863446055,1.40972974768871,0.685926278636757
"5",15,10.6770327851067,5.23584894453816,-0.121700590048871,1.1956252604725,-1.98680640006846
"6",7,10.6705996315664,-3.78279317371289,1.68790615440157,-1.74364370910282,0.167931096847788
"7",8,10.664166478026,-1.62823057736474,0.230124154120118,-0.601795685499732,-0.664264369281685
"8",4,10.6577333244857,-1.71966778491226,-1.76461781397544,2.22239912352708,-5.3958468491251
"9",4,10.6513001709454,-0.0476290334712291,0.277112326642732,1.4808833793333,-8.36166684345021
"10",27,10.6448670174051,4.76580700287367,0.769551389224467,4.83697559467658,5.98279899582019
"11",9,10.6384338638648,-2.76951854614421,-1.59057908857128,0.559413894967379,2.16224987588333
"12",19,10.6320007103245,5.16863694886571,-0.457399419139355,1.07156283097342,2.58519892897577
"13",8,10.6255675567841,-3.90586961560901,-0.605434535704386,3.03852286655638,-1.15278627202713
"14",14,10.6191344032438,-1.56312881615618,0.856353782520667,3.86214544574041,0.225495184651278
"15",17,10.6127012497035,-1.65752598022381,0.891995746694407,0.712208143348528,6.44062084047736
"16",16,10.6062680961632,-0.0101754805451075,2.91910030549888,-0.0233111773926514,2.50811825627568
"17",13,10.5998349426229,4.85926509604364,0.744842643671366,2.02867330505517,-5.23261598739305
"18",7,10.5934017890826,-2.86281754724576,-0.894535593668122,0.878347957820837,-0.714396605989524
"19",13,10.5869686355423,5.08739514309818,-0.177627708062714,-2.60211642038203,0.105380349804305
"20",13,10.5805354820019,-4.04406629326995,2.04661564182543,0.435909792594088,3.9810053768485
"21",7,10.5741023284616,-1.51223941225557,0.262104126724993,-2.1875536345645,-0.136413408366542
"22",4,10.5676691749213,-1.46366549153565,-1.28639179982241,-1.91374282634891,-1.90386905721434
"23",10,10.561236021381,0.0764994502628591,-1.58774317455525,-0.626728144594568,1.57673584750597
"24",10,10.5548028678407,5.0610148873284,-1.90275181536385,-1.61184316416046,-2.10122277564476
"25",9,10.5483697143004,-3.0943467327172,-0.067333519812536,-0.442438703847498,2.05574924207687
"26",12,10.54193656076,4.86250341879152,1.7343599801514,-1.02686931642865,-4.11193064327432
"27",10,10.5355034072197,-4.26949827331465,0.281862553971187,-1.36238860719318,4.81452091931692
"28",11,10.5290702536794,-1.34233323241997,-0.742555790905972,1.01803119053838,1.53778757910815
"29",11,10.5226371001391,-1.25603672315917,0.657454899719561,1.13481220975226,-0.0588674864517476
"30",12,10.5162039465988,0.174084562777913,-0.891571745144785,1.78617848969589,0.415104746072199
"31",20,10.5097707930585,5.26876578875508,0.523379737158583,-0.693675881724656,4.39175956275253
"32",6,10.5033376395181,-3.32618840310974,-0.399561051471603,-1.10481466983085,0.327226484894039
"33",24,10.4969044859778,4.63181112100618,-1.31512014215591,2.13289053217561,8.05351400299629
"34",6,10.4904713324375,-4.50386582850855,-0.117399494615483,-0.566189653541083,0.696983644227601
"35",8,10.4840381788972,-1.18285227506485,-0.164261467235423,-1.49959890601238,0.362674469415442
"36",14,10.4776050253569,-1.17867441675524,1.61220384730657,0.567430135668681,2.5214354084231
"37",14,10.4711718718166,0.209553862042063,0.234704659791133,0.470836726135286,2.61373288021495
"38",13,10.4647387182763,6.07212882855348,-1.7149491872778,0.938600416550724,-2.76051877610266
"39",6,10.4583055647359,-3.60750656021424,0.339367687430736,-0.556914207037278,-0.633252484915158
"40",20,10.4518724111956,3.97358262382586,0.660889610844415,-0.42885339620831,5.34250875034241
"41",2,10.4454392576553,-4.9250218287708,-1.58377643852624,0.0188416249189393,-1.95548261527721
"42",6,10.439006104115,-0.718414640999662,-0.435373238196554,1.0178551154989,-4.30307334041768
"43",9,10.4325729505747,-1.09809925553441,-0.566870908421984,1.46186583183329,-1.22946861845158
"44",13,10.4261397970344,0.255724255646863,0.901131780769861,1.27096114901756,0.146043017531351
"45",18,10.419706643494,6.89676527281352,0.813676284727286,-1.70491662858946,1.57476842755461
